StudyHours,Attendance,InternalMarks,PreviousScore,TotalMarks,Result
5.08,72.94,27.69,40.53,121.46,1
7.18,32.08,16.77,80.66,121.4,1
1.15,65.29,23.98,70.59,104.28,1
2.34,86.3,15.81,78.38,111.46,1
2.54,68.49,20.0,69.6,107.44,1
7.51,48.87,26.33,60.57,134.39,1
2.3,85.03,13.14,27.66,81.35,1
5.95,48.88,29.55,69.77,134.46,1
2.54,81.31,11.4,68.33,99.03,1
8.69,72.72,20.68,41.87,133.18,1
9.45,41.9,28.32,71.51,151.7,1
5.43,93.36,28.91,58.53,142.55,1
3.85,44.05,14.64,59.16,92.26,1
2.72,99.27,12.88,45.73,98.21,1
0.97,30.51,24.49,28.17,68.84,1
3.05,48.44,10.84,35.18,71.53,1
6.72,43.99,19.7,73.82,124.38,1
5.57,30.98,25.93,39.0,104.21,1
9.47,81.27,21.21,20.16,131.22,1
4.26,78.54,13.76,89.79,122.51,1
7.09,85.46,19.74,34.75,123.71,1
5.15,47.97,28.43,65.88,125.67,1
5.37,61.1,22.34,84.88,132.61,1
3.04,76.14,24.43,61.98,116.33,1
4.82,60.78,16.73,75.93,116.29,1
4.97,78.81,13.77,88.35,126.17,1
7.21,74.38,15.11,80.23,135.79,1
9.44,38.03,20.66,59.05,132.37,1
3.63,84.67,15.6,45.46,101.78,1
0.9,80.45,20.84,53.77,95.72,1
5.21,75.91,24.16,78.93,137.33,1
5.67,40.86,24.69,79.73,127.26,1
2.1,48.76,13.29,79.21,91.64,1
7.72,57.52,25.01,61.81,137.75,1
9.86,49.6,23.45,53.39,140.87,1
9.48,45.95,10.24,41.79,111.52,1
2.37,86.38,11.18,20.24,75.66,1
8.82,74.68,22.92,73.51,153.93,1
7.19,69.58,17.67,39.39,117.17,1
4.81,45.82,12.92,43.08,88.11,1
5.64,94.27,10.89,79.04,127.4,1
8.57,43.38,13.19,23.66,100.39,1
5.06,85.65,29.15,84.93,150.81,1
4.05,97.67,24.55,20.1,110.24,1
5.19,80.9,20.55,85.74,137.2,1
6.0,99.5,28.83,51.83,144.96,1
2.3,75.57,22.38,27.15,91.17,1
9.06,45.22,24.51,67.19,142.81,1
6.9,44.27,15.65,82.71,123.94,1
6.52,52.72,21.78,50.67,118.21,1
1.45,30.5,12.87,68.4,74.4,1
6.24,77.72,18.09,88.56,139.94,1
1.65,48.81,10.66,36.85,63.84,1
1.25,87.06,14.33,77.43,102.53,1
5.51,55.14,11.5,40.67,92.7,1
4.33,63.6,17.76,49.84,102.98,1
6.09,97.6,26.86,39.72,135.73,1
1.35,46.95,17.56,51.22,78.83,1
4.59,80.49,26.63,20.36,109.86,1
2.16,82.86,23.13,41.24,101.42,1
9.88,45.47,20.19,51.17,133.34,1
5.83,65.07,14.74,64.26,115.25,1
7.03,54.51,28.44,64.62,138.95,1
3.59,84.03,11.08,60.86,102.2,1
1.4,73.57,23.78,40.51,93.75,1
9.77,63.32,22.42,86.32,160.74,1
3.22,84.56,18.82,47.44,105.09,1
4.53,46.46,14.81,35.18,85.57,1
6.67,82.75,18.61,58.82,130.44,1
0.73,90.58,27.46,72.43,118.02,1
8.2,91.5,26.74,20.86,136.34,1
5.6,84.86,28.83,39.34,130.46,1
3.14,58.56,16.16,77.75,105.38,1
1.09,98.73,17.74,55.49,100.39,1
2.04,56.57,10.37,48.59,74.72,1
9.0,74.7,28.86,85.16,169.75,1
7.02,41.28,16.59,26.27,96.65,1
2.87,98.63,18.08,63.09,115.34,1
1.12,79.28,28.16,43.95,102.65,1
7.06,82.74,20.53,24.96,118.73,1
5.94,34.6,21.32,34.96,98.94,1
4.34,83.44,13.52,63.96,111.68,1
3.95,84.23,19.97,21.98,98.34,1
2.56,77.02,28.36,61.46,119.44,1
6.86,50.43,21.17,86.98,136.58,1
9.72,64.28,15.1,75.66,144.51,1
2.17,37.73,10.62,44.19,66.14,1
6.17,63.01,16.73,29.67,102.15,1
4.53,47.07,21.45,52.55,104.46,1
4.74,54.44,10.85,47.51,90.25,1
2.91,41.38,22.2,88.02,111.32,1
8.34,46.1,20.47,89.29,143.83,1
5.11,35.36,25.67,48.74,107.68,1
5.66,94.39,10.58,30.41,102.79,1
3.4,67.13,25.62,83.74,127.55,1
2.23,57.77,20.42,75.55,104.89,1
1.32,67.45,17.41,55.79,88.91,1
7.28,73.98,29.31,45.57,140.02,1
2.36,94.53,13.2,51.37,97.46,1
7.06,42.51,20.83,83.13,132.17,1
4.21,50.69,16.42,32.93,86.63,1
4.45,98.31,20.55,76.47,135.08,1
4.96,55.98,21.05,21.27,94.36,1
3.99,31.58,11.79,84.44,96.48,1
1.46,40.34,23.22,55.02,87.24,1
3.44,31.84,22.69,35.87,85.35,1
6.81,99.29,25.39,20.2,128.76,1
6.82,49.52,11.81,59.17,108.03,1
3.22,94.65,15.95,37.11,99.66,1
4.87,99.71,23.0,64.19,135.7,1
2.34,71.99,12.73,39.68,81.77,1
2.5,32.32,23.55,26.16,76.33,1
0.72,35.71,11.18,55.35,63.05,1
9.02,63.71,16.7,59.51,134.41,1
2.5,58.43,26.93,51.68,104.61,1
2.66,72.43,25.49,52.06,109.2,1
3.16,60.72,22.9,61.28,108.24,1
1.71,95.39,27.41,56.84,117.95,1
6.57,67.43,24.19,29.28,117.32,1
1.21,78.56,20.39,33.8,86.17,1
1.77,92.75,29.59,29.93,107.07,1
6.63,40.28,23.9,68.53,126.01,1
3.73,46.08,22.03,57.0,102.36,1
7.23,37.51,18.18,50.09,110.7,1
5.8,39.77,28.05,75.88,130.72,1
2.93,65.88,15.91,42.81,89.2,1
6.68,52.48,10.18,59.77,106.23,1
1.6,59.62,13.93,25.21,66.95,1
5.6,98.77,12.19,72.11,127.45,1
4.65,40.97,16.38,68.66,103.19,1
3.04,67.86,26.52,76.17,123.25,1
6.24,36.92,23.03,81.91,127.71,1
8.78,52.29,13.38,73.06,130.2,1
9.99,66.93,25.78,79.11,164.94,1
6.27,96.26,20.08,44.2,128.34,1
4.34,57.39,20.25,44.03,101.39,1
2.64,34.54,17.24,86.1,98.57,1
2.94,57.17,27.29,84.02,123.45,1
5.05,40.2,16.37,58.39,100.13,1
3.99,46.1,11.88,45.66,83.03,1
9.18,73.27,16.05,80.62,148.77,1
4.0,34.72,24.31,42.64,95.67,1
4.05,62.53,23.15,30.75,99.41,1
4.14,72.66,13.76,64.76,106.92,1
8.45,59.53,12.24,22.98,104.36,1
6.68,31.34,23.22,46.54,110.72,1
6.33,98.99,23.53,76.54,151.14,1
3.67,55.7,17.32,40.67,90.62,1
8.27,84.5,26.86,85.19,166.3,1
0.86,52.8,29.56,86.91,114.08,1
8.77,63.25,14.11,77.11,137.64,1
5.37,57.19,21.54,89.14,131.98,1
4.28,53.98,10.11,57.15,91.01,1
5.22,31.53,24.26,59.84,110.24,1
6.84,55.2,18.29,78.53,129.82,1
0.62,92.26,13.87,54.5,88.68,1
8.78,78.33,25.04,48.47,145.81,1
4.74,40.18,26.21,63.03,115.34,1
3.76,71.38,12.22,66.04,102.46,1
1.81,92.46,10.82,72.56,100.35,1
4.67,79.0,16.68,66.77,118.02,1
5.22,40.41,22.52,72.2,117.36,1
4.33,90.75,25.87,67.22,134.7,1
6.95,51.11,20.92,53.63,120.34,1
4.5,61.79,21.61,29.45,98.86,1
9.63,66.83,26.0,74.98,161.0,1
6.19,89.54,20.58,22.15,114.9,1
8.17,95.21,22.22,89.48,165.17,1
1.54,95.08,20.32,77.99,116.75,1
4.27,30.56,27.61,66.96,112.74,1
3.7,94.53,14.71,87.66,125.91,1
5.91,33.81,15.28,62.87,103.34,1
8.68,48.6,12.56,23.95,102.34,1
1.24,66.05,26.39,59.16,103.02,1
1.19,63.59,18.24,39.4,79.64,1
8.58,72.33,16.96,45.86,128.78,1
2.52,63.56,29.63,52.17,111.07,1
6.85,95.41,28.54,74.22,159.18,1
5.66,46.84,29.44,55.21,124.46,1
8.41,49.18,12.85,53.23,116.02,1
1.69,94.45,27.83,41.14,110.23,1
1.73,35.37,16.57,57.79,78.28,1
5.79,72.67,10.25,37.39,97.88,1
9.49,77.72,17.83,38.27,133.91,1
4.44,65.39,20.18,73.01,119.57,1
3.61,78.6,12.16,43.98,93.33,1
6.26,42.09,20.75,23.6,97.32,1
9.34,89.68,26.39,44.06,153.53,1
8.45,39.8,17.55,64.7,125.29,1
9.96,58.06,17.05,76.98,147.05,1
0.71,35.27,16.78,87.34,87.21,1
1.57,68.16,28.46,72.24,115.49,1
6.29,76.88,10.98,50.02,109.97,1
8.3,95.89,18.9,40.94,136.98,1
3.21,81.75,15.29,29.07,89.43,1
2.77,67.88,27.88,63.94,117.56,1
7.98,95.28,11.92,55.69,131.72,1
1.04,63.49,18.23,67.44,92.7,1
4.01,69.28,18.14,36.6,97.28,1
5.31,71.73,27.77,42.66,123.54,1
5.82,58.7,14.31,40.45,100.09,1
7.42,88.69,22.9,75.84,152.27,1
3.87,42.96,12.69,31.99,75.43,1
6.32,68.84,29.08,62.59,140.37,1
6.06,80.56,21.86,23.59,113.17,1
5.7,93.28,22.53,58.47,134.54,1
6.58,91.87,18.68,24.47,116.48,1
2.96,65.61,16.85,32.31,85.43,1
1.3,75.02,14.25,27.91,73.14,1
1.63,57.6,22.08,44.27,88.08,1
2.63,62.77,29.09,44.06,106.55,1
5.25,93.44,17.2,77.85,133.6,1
8.48,95.15,27.66,35.8,148.33,1
7.16,92.68,12.98,26.05,112.53,1
8.0,39.69,28.72,62.25,138.08,1
3.83,89.51,17.01,68.12,118.36,1
4.34,96.39,17.59,40.64,111.3,1
4.24,55.29,19.26,62.2,107.55,1
2.32,66.31,24.36,74.32,114.14,1
1.08,84.54,24.39,44.33,99.05,1
6.11,69.35,19.59,56.77,122.17,1
9.9,99.54,20.46,30.26,145.04,1
2.08,61.9,10.6,21.66,63.97,1
0.94,79.98,16.09,88.7,106.12,1
7.91,85.48,16.92,40.98,127.52,1
2.9,64.59,21.17,39.52,94.75,1
8.38,89.99,21.17,88.13,162.1,1
7.19,68.23,24.2,70.98,142.22,1
9.48,58.82,24.34,60.97,147.4,1
4.38,37.55,14.7,68.95,97.82,1
6.79,57.54,25.4,69.69,136.7,1
4.92,81.38,10.39,73.43,114.37,1
6.49,94.49,24.32,24.7,125.57,1
4.77,47.62,12.04,48.9,90.18,1
2.29,54.87,24.59,40.66,92.9,1
5.33,40.78,20.54,24.94,91.57,1
5.52,78.35,18.75,48.88,117.02,1
8.2,97.21,23.81,63.13,155.36,1
7.49,74.87,10.73,32.49,107.23,1
6.81,73.2,14.47,41.35,112.52,1
1.58,68.74,22.33,64.74,102.84,1
7.35,36.19,26.94,60.55,129.26,1
5.25,81.07,17.62,80.81,130.76,1
8.99,72.14,15.18,75.39,143.26,1
9.24,76.3,20.37,87.59,160.31,1
1.02,92.92,22.45,61.8,107.86,1
8.3,84.88,18.4,68.89,145.8,1
0.86,84.66,27.53,80.24,120.44,1
3.99,94.9,20.47,78.8,132.0,1
5.65,99.3,10.72,70.31,124.86,1
1.91,70.69,14.46,55.02,88.94,1
7.59,37.62,19.01,39.12,108.66,1
0.58,62.14,23.95,81.41,104.97,1
2.1,85.13,14.4,74.37,105.44,1
6.02,31.94,29.53,78.65,132.52,1
7.29,33.98,16.37,29.86,96.82,1
9.21,34.7,20.65,42.04,121.14,1
7.2,81.17,10.38,49.74,116.11,1
6.88,65.08,27.7,78.68,148.2,1
4.25,55.82,25.78,82.5,127.75,1
0.51,37.39,13.91,39.94,58.85,1
1.64,81.26,28.66,68.05,119.36,1
5.58,52.47,16.32,25.45,91.67,1
6.91,48.57,23.84,48.67,120.98,1
4.47,75.66,26.38,54.07,123.69,1
7.44,69.13,24.82,73.59,146.32,1
5.46,55.37,28.35,82.44,138.65,1
1.2,74.9,27.29,43.61,99.9,1
2.32,48.99,29.89,56.94,106.82,1
8.48,85.64,13.65,65.32,138.27,1
7.39,46.05,16.1,43.01,108.42,1
9.0,41.12,22.72,88.99,149.02,1
1.62,84.77,24.66,81.3,121.27,1
9.91,79.55,20.69,40.75,142.69,1
2.49,42.78,11.48,55.56,77.05,1
0.61,38.14,26.83,36.16,77.24,1
9.98,88.69,29.22,56.02,167.2,1
3.17,84.36,18.11,67.83,113.84,1
6.85,52.91,14.5,25.99,97.01,1
2.18,76.07,10.39,80.91,99.55,1
6.01,38.69,14.75,61.56,104.44,1
9.09,65.49,24.0,89.27,161.37,1
3.54,31.31,28.23,21.79,87.0,1
6.87,57.41,11.87,78.2,121.09,1
2.29,35.24,21.07,75.44,97.16,1
6.44,63.26,23.91,29.3,114.46,1
3.7,59.52,15.53,43.47,91.04,1
2.51,61.11,21.4,81.94,112.57,1
3.48,33.17,24.3,56.29,98.74,1
2.2,55.31,26.75,48.09,99.49,1
9.07,82.95,19.05,83.38,157.86,1
4.27,55.82,24.96,26.53,98.65,1
2.83,80.06,16.04,53.12,99.62,1
4.76,55.86,14.26,65.67,105.13,1
3.55,59.63,13.75,62.6,97.08,1
7.57,69.47,17.18,38.5,118.23,1
9.73,96.55,10.72,59.43,142.79,1
4.66,37.62,15.66,69.6,101.3,1
8.68,32.3,23.04,60.94,130.03,1
5.88,72.56,22.96,67.91,132.7,1
1.99,96.44,11.47,37.93,86.69,1
7.06,99.28,15.75,78.3,144.85,1
5.38,63.89,21.39,51.48,115.66,1
6.68,62.77,16.37,89.11,134.3,1
8.95,75.15,18.36,21.63,122.11,1
4.68,68.89,24.26,46.62,115.34,1
9.06,74.39,10.19,32.63,115.72,1
7.63,91.18,15.53,58.89,134.99,1
5.14,82.24,12.85,37.02,101.52,1
6.23,64.78,12.55,71.62,117.93,1
3.59,62.33,29.18,81.73,131.11,1
9.84,74.77,17.53,34.76,132.62,1
6.84,61.9,20.54,31.25,112.24,1
0.92,62.04,24.68,81.28,108.0,1
3.6,31.14,10.95,45.29,73.13,1
6.42,42.18,14.82,50.42,102.83,1
1.04,64.2,26.64,35.47,89.62,1
0.73,87.59,27.24,49.77,105.16,1
4.78,49.51,17.46,36.19,92.77,1
3.66,66.59,17.5,66.61,108.15,1
4.66,54.15,25.14,54.92,114.79,1
3.0,37.34,15.9,75.16,94.37,1
2.06,97.08,12.34,41.89,90.65,1
7.05,89.83,15.15,55.39,128.65,1
5.39,35.49,17.75,38.17,92.25,1
2.4,80.39,11.04,85.41,105.82,1
3.54,54.33,19.57,56.54,100.6,1
6.12,99.64,24.8,32.14,129.85,1
1.19,51.17,20.27,39.09,77.56,1
1.9,46.71,11.44,25.8,60.14,1
1.2,69.75,18.8,21.95,74.28,1
8.22,88.46,24.18,56.81,149.38,1
7.65,43.48,11.16,43.6,101.83,1
7.66,79.66,11.2,87.46,138.35,1
7.31,34.3,17.41,31.99,99.69,1
6.86,94.33,13.9,75.57,137.53,1
5.03,35.68,28.7,42.12,108.56,1
6.6,94.0,21.63,35.65,127.47,1
0.86,64.36,15.75,87.87,98.46,1
6.4,61.37,24.1,76.18,137.19,1
7.89,98.13,17.5,64.14,144.91,1
5.25,99.33,12.64,68.8,124.59,1
3.9,75.51,14.74,89.4,120.41,1
3.14,38.9,22.85,61.52,99.44,1
6.61,65.43,11.04,27.13,95.96,1
7.08,67.04,15.45,24.54,104.74,1
8.77,66.01,14.17,66.66,133.61,1
3.75,69.86,14.02,66.03,104.49,1
7.81,31.31,23.66,72.37,131.06,1
5.83,79.79,26.52,27.61,120.48,1
8.89,79.87,24.32,86.14,164.84,1
5.51,38.08,22.91,58.58,111.95,1
5.42,69.92,28.33,65.47,135.72,1
5.99,69.79,11.17,22.44,91.83,1
7.62,77.77,13.35,87.27,140.49,1
9.66,35.98,18.29,59.38,129.48,1
1.2,73.86,17.45,59.44,92.64,1
1.01,49.65,18.36,86.05,96.48,1
9.41,65.49,14.13,85.05,146.38,1
5.53,84.13,12.99,35.42,104.03,1
6.34,79.4,20.18,85.18,142.66,1
5.08,38.32,28.56,71.56,124.43,1
1.39,71.38,17.84,21.32,74.31,1
7.8,97.84,10.87,36.79,120.64,1
7.6,40.97,24.12,48.91,122.62,1
3.46,89.7,15.82,60.8,110.77,1
3.41,79.18,14.9,69.09,109.03,1
8.46,84.18,16.49,34.71,126.52,1
1.19,49.74,24.48,78.57,103.04,1
8.87,50.15,26.38,79.2,152.45,1
2.94,93.42,21.76,64.45,119.87,1
6.13,55.19,16.45,84.48,125.77,1
9.39,34.41,16.21,76.91,132.87,1
6.94,72.04,12.49,35.51,106.95,1
4.44,38.74,28.67,75.91,123.1,1
7.05,85.76,22.76,86.72,154.1,1
3.77,74.92,10.54,29.63,83.21,1
3.13,91.23,23.25,88.51,134.4,1
9.97,84.94,18.94,21.75,133.08,1
7.63,37.85,29.45,56.55,133.37,1
6.62,56.67,26.38,74.17,139.04,1
3.88,84.22,13.43,75.33,114.78,1
0.97,59.21,24.4,71.43,101.82,1
0.8,98.07,19.71,57.05,102.12,1
5.76,81.5,13.74,65.57,120.56,1
7.74,31.08,23.97,69.0,129.33,1
5.61,91.6,20.95,54.62,129.04,1
8.49,37.06,10.61,61.7,112.53,1
0.82,39.84,22.93,79.25,94.88,1
3.98,81.41,22.7,41.9,111.44,1
2.75,90.55,12.88,56.62,100.35,1
4.75,67.54,16.98,20.59,91.28,1
1.19,50.23,21.72,68.12,93.87,1
9.56,54.59,12.78,33.68,115.21,1
2.62,54.0,27.05,53.67,104.73,1
9.26,52.87,10.55,34.71,109.89,1
4.55,47.0,12.06,21.65,75.02,1
9.86,72.62,12.32,53.83,133.6,1
5.76,93.03,20.56,49.74,127.48,1
9.34,51.5,22.4,49.76,135.12,1
0.55,43.07,18.07,34.62,64.94,1
7.61,88.7,15.77,86.3,147.95,1
9.08,81.92,26.19,20.25,136.66,1
1.83,95.16,11.37,82.41,107.3,1
1.41,41.59,15.61,71.58,84.3,1
4.53,40.1,10.78,32.05,75.41,1
9.37,67.9,10.28,53.05,125.32,1
5.65,73.01,17.07,89.22,133.32,1
5.51,63.61,13.9,65.06,111.88,1
1.84,71.93,15.37,28.92,77.33,1
0.51,42.63,26.42,52.03,85.76,1
8.2,63.57,13.26,52.77,120.9,1
1.33,76.07,25.6,76.16,114.89,1
6.52,60.29,23.5,84.13,140.55,1
9.19,77.56,16.53,25.76,123.84,1
2.48,61.58,20.93,41.98,91.9,1
6.82,53.35,18.89,40.89,111.04,1
1.25,51.25,12.57,89.72,91.72,1
6.24,58.76,28.14,59.15,132.73,1
2.06,31.62,21.39,81.59,97.89,1
7.49,76.8,27.6,49.82,141.97,1
3.36,89.16,26.48,70.59,130.84,1
4.9,54.82,11.6,40.06,88.76,1
6.19,33.22,14.15,83.83,113.57,1
2.13,99.07,12.91,51.86,97.7,1
7.55,48.46,26.62,76.26,142.74,1
3.38,38.86,27.25,37.91,95.65,1
6.79,55.88,20.56,68.55,128.21,1
2.0,81.7,12.08,48.36,86.98,1
7.04,50.57,12.71,22.2,92.63,1
1.72,70.23,26.27,48.91,102.27,1
4.54,59.09,28.58,58.5,123.0,1
2.85,38.24,13.99,30.62,68.69,1
7.61,53.12,10.22,32.87,98.67,1
2.99,80.74,16.62,52.54,101.44,1
8.88,72.84,10.61,43.99,120.33,1
8.97,38.38,26.56,50.85,134.44,1
2.37,41.43,19.83,52.26,86.67,1
6.33,74.85,22.84,29.81,117.08,1
1.33,86.94,18.23,32.68,86.44,1
4.22,54.46,16.91,79.37,112.15,1
7.28,71.67,14.44,31.39,109.7,1
6.76,41.95,25.41,66.61,128.76,1
6.43,51.8,23.91,49.3,119.82,1
3.18,31.42,17.21,87.78,101.35,1
4.09,83.78,16.42,24.63,95.0,1
1.48,58.07,10.02,78.13,86.2,1
7.33,87.13,11.27,54.4,122.94,1
5.29,79.59,22.47,20.37,107.47,1
7.23,88.01,20.29,38.46,128.25,1
2.86,50.0,18.7,48.54,89.48,1
3.58,42.96,26.55,41.99,99.48,1
3.68,98.03,20.08,45.37,114.1,1
0.74,80.21,17.69,84.17,105.14,1
3.74,88.38,13.23,45.27,100.27,1
8.13,30.92,26.41,49.32,125.42,1
9.02,54.81,21.52,73.28,144.96,1
5.42,82.0,11.85,75.57,120.88,1
4.83,35.46,22.98,25.89,90.58,1
0.79,69.71,18.5,69.28,95.01,1
8.85,60.04,26.23,53.78,143.35,1
0.62,31.23,28.38,29.37,73.47,1
9.48,46.52,22.01,38.53,127.77,1
5.15,49.94,24.63,23.15,99.4,1
3.75,37.83,11.13,45.22,76.94,1
9.28,74.21,21.21,37.88,136.12,1
0.73,46.97,25.11,46.75,84.21,1
6.02,49.43,19.94,60.62,116.11,1
5.71,92.88,21.87,71.26,139.85,1
2.58,62.7,27.98,62.37,113.72,1
4.57,57.45,13.96,67.49,105.08,1
6.7,80.67,11.96,80.59,130.7,1
7.41,93.67,23.81,81.17,158.23,1
0.51,31.75,26.46,80.25,95.58,1
9.4,61.38,27.01,30.72,136.83,1
2.06,72.75,22.83,37.57,94.49,1
2.72,52.3,26.66,55.16,104.81,1
3.0,84.07,24.01,45.11,110.2,1
0.86,98.0,11.75,29.22,76.6,1
1.67,96.04,25.24,40.14,106.37,1
9.87,48.62,13.59,88.28,143.19,1
3.49,45.84,14.73,44.28,83.51,1
1.6,97.02,17.89,49.32,99.9,1
1.52,62.1,16.29,20.45,68.62,1
7.33,44.58,16.43,70.36,121.64,1
8.62,79.49,13.39,48.95,128.08,1
2.94,49.91,15.88,27.22,75.03,1
0.7,48.71,10.39,87.8,83.17,1
2.62,91.55,19.46,74.42,118.74,1
1.04,41.37,25.37,70.83,96.26,1
1.48,34.51,27.24,87.05,107.07,1
4.6,48.84,26.41,48.52,111.01,1
2.68,72.49,18.33,70.3,107.72,1
5.4,38.62,24.61,34.43,101.98,1
2.91,63.01,15.76,68.8,100.7,1
9.44,73.91,11.11,20.99,113.36,1
9.11,89.41,23.52,28.84,140.12,1
5.88,46.09,22.98,49.77,113.07,1
3.87,87.21,26.03,20.85,107.57,1
4.12,46.44,22.32,52.34,102.95,1
4.41,77.37,13.14,56.6,105.42,1
7.41,60.15,27.06,63.51,140.86,1
4.79,38.03,22.55,27.03,91.29,1
8.64,80.0,26.15,32.67,139.4,1
9.47,45.24,25.48,62.93,144.6,1
3.69,42.36,15.96,66.07,96.06,1
5.83,55.08,11.49,21.81,85.15,1
1.4,75.73,13.53,57.83,87.9,1
2.4,46.38,11.86,74.95,88.22,1
4.43,42.86,14.87,24.84,78.45,1
2.46,30.7,19.19,48.92,80.28,1
8.83,63.02,28.14,42.86,141.83,1
2.0,60.01,27.44,83.96,119.14,1
4.83,46.37,24.37,33.01,100.59,1
6.25,33.76,10.48,42.29,87.87,1
7.07,60.05,16.83,82.89,133.13,1
4.14,85.17,23.65,43.15,115.96,1
8.76,80.07,12.58,57.19,132.05,1
5.9,90.26,26.02,22.31,121.69,1
4.68,30.67,28.29,88.94,127.25,1
1.14,97.65,17.08,77.75,110.4,1
4.91,53.9,24.12,64.41,119.4,1
8.3,99.33,12.96,24.25,121.1,1
6.34,47.68,23.82,25.24,105.46,1
8.41,63.01,10.43,58.15,120.38,1
5.19,54.77,13.02,39.95,92.55,1
1.63,54.9,24.2,63.6,99.84,1
0.63,88.96,24.24,61.87,106.66,1
3.38,82.25,22.82,78.71,126.76,1
7.13,99.45,19.55,39.7,131.74,1
8.01,72.95,23.5,60.45,142.72,1
3.31,62.43,25.48,74.42,120.26,1
5.21,36.31,29.33,54.35,116.95,1
4.5,99.76,27.77,78.15,147.63,1
4.4,68.61,25.89,29.19,107.27,1
2.7,79.03,23.9,71.37,119.35,1
1.8,58.47,21.48,86.01,109.41,1
2.37,68.34,12.41,43.23,81.79,1
1.03,95.98,13.31,45.64,87.36,1
2.38,41.65,26.41,25.85,83.48,1
0.59,50.47,26.07,64.9,95.28,1
6.46,40.64,22.29,58.67,117.79,1
3.51,85.46,18.78,22.82,94.82,1
9.74,34.34,10.52,72.65,124.28,1
2.34,35.71,16.54,78.05,92.16,1
3.79,50.89,18.41,83.5,112.46,1
3.9,65.99,19.72,58.2,108.48,1
0.58,58.44,28.59,51.68,95.58,1
8.47,33.14,12.17,81.33,123.0,1
0.8,97.02,20.38,47.91,98.13,1
9.43,96.7,17.36,65.88,154.24,1
8.97,49.55,29.8,63.08,149.88,1
5.59,81.21,27.24,46.05,129.91,1
5.66,70.5,18.78,26.08,103.37,1
6.71,46.62,29.99,21.5,114.64,1
4.18,48.35,20.28,49.98,99.83,1
6.65,64.38,13.34,53.68,112.5,1
0.93,59.35,21.12,77.59,99.8,1
1.01,50.39,14.52,49.01,72.5,1
4.84,86.53,22.73,39.68,117.59,1
5.72,63.7,28.75,52.35,129.1,1
8.93,75.84,25.72,36.66,140.83,1
1.49,43.25,15.46,26.4,62.63,1
8.32,67.35,15.94,27.91,114.72,1
2.5,52.26,11.39,42.34,74.16,1
4.24,66.85,15.72,20.89,86.21,1
3.51,84.66,11.85,35.41,90.4,1
4.3,83.82,19.99,75.13,126.88,1
1.93,54.8,24.17,36.42,87.96,1
5.28,78.6,25.02,27.75,114.52,1
8.12,95.89,11.19,86.44,147.08,1
4.69,73.8,16.8,63.57,114.64,1
5.16,40.39,15.76,24.2,82.86,1
8.56,77.58,12.09,24.36,112.71,1
7.21,37.34,17.25,62.85,115.5,1
5.16,91.05,15.99,57.81,120.27,1
2.95,66.17,22.69,24.79,90.6,1
8.91,56.96,27.67,35.7,135.6,1
5.98,33.99,19.1,85.03,120.64,1
2.6,56.65,24.93,60.04,105.68,1
3.06,93.22,12.92,50.82,100.44,1
8.13,31.47,27.9,37.51,121.97,1
0.92,63.23,13.05,29.36,65.07,1
9.92,95.18,13.84,48.18,142.44,1
1.74,57.64,12.13,84.57,93.98,1
8.06,59.97,16.19,23.41,108.34,1
4.25,70.5,21.05,89.37,129.96,1
5.18,62.41,29.76,34.55,117.96,1
8.87,41.8,25.87,48.61,133.05,1
4.42,31.3,17.61,23.15,77.03,1
5.61,72.69,21.52,60.93,125.48,1
0.97,94.46,22.47,53.85,104.23,1
0.52,37.45,26.45,66.67,91.11,1
2.83,44.77,24.73,57.99,100.98,1
6.97,55.92,21.39,47.87,120.21,1
1.65,86.61,23.38,71.64,115.43,1
1.58,48.85,24.92,21.75,77.28,1
4.4,91.74,12.66,57.87,111.02,1
6.65,33.85,14.01,27.97,88.44,1
7.26,95.87,23.77,50.52,142.82,1
2.2,69.25,27.01,75.38,119.1,1
1.26,76.11,18.19,29.97,80.27,1
9.43,55.74,29.6,85.51,166.03,1
2.98,84.74,14.32,82.2,114.36,1
8.61,41.66,18.33,49.04,120.34,1
8.7,33.42,17.57,20.42,102.13,1
7.84,57.69,28.61,75.28,150.67,1
2.1,89.76,15.71,81.66,112.9,1
8.31,82.84,19.42,32.23,128.24,1
7.81,66.2,13.74,84.13,136.01,1
6.17,70.05,20.43,83.99,137.68,1
3.7,39.09,27.15,52.99,105.06,1
2.99,88.85,16.08,75.86,115.53,1
1.66,85.09,26.22,51.15,108.9,1
5.34,75.95,28.23,59.48,134.5,1
6.06,62.63,11.46,42.39,99.8,1
3.91,97.51,25.13,31.16,115.74,1
5.02,91.53,15.11,72.26,125.53,1
3.95,75.11,13.51,20.1,84.06,1
6.59,56.03,22.02,60.57,125.27,1
9.06,73.26,24.11,80.53,160.09,1
2.06,70.28,17.9,35.49,85.07,1
4.12,57.6,10.78,43.3,85.58,1
1.84,51.47,28.17,61.12,104.44,1
6.44,58.49,24.61,37.28,117.59,1
7.42,70.17,15.43,79.32,135.39,1
9.35,59.97,19.94,45.66,132.83,1
3.15,48.45,10.56,60.71,84.48,1
9.53,83.27,16.79,35.83,133.59,1
1.1,67.2,20.45,22.9,75.6,1
6.23,34.74,20.34,32.16,97.87,1
1.04,55.78,14.16,23.23,61.41,1
8.99,91.94,25.53,52.8,155.41,1
5.53,82.87,15.98,61.06,120.83,1
